x	y	resid
173103.98	426008.53	22.3572
173528.91	425977.56	7.8742
175380.91	422820.03	152.8019
177251.02	421845.31	21.7484
165398.78	431324.53	1.3765
164711.14	433418.59	-74.2167
167116.13	429954.88	6.9835
167293.63	433787.50	29.7808
167850.95	432893.44	-1.3937
171952.59	427042.56	21.764
183954.84	419635.31	-24.4612
175177.69	430420.47	3.6985
178604.64	426628.63	-4.0432
166260.19	433279.38	-452.811
159596.30	427636.25	3.8719
163003.61	433247.91	-72.078
160937.50	433078.03	126.022
165698.86	434637.66	73
179106.98	422405.75	-15.5701
176701.92	432901.84	16.6288
177045.11	427363.38	1.5336
178445.58	421034.59	7.0999
182533.34	429690.88	-30.1453
177546.41	431706.03	18.8453
177472.52	428933.97	103.9716
170927.33	429448.22	0.3274
173025.36	429185.28	-6.0741
177446.55	421643.56	7.4579
176276.70	432598.88	-30.467
180845.25	420066.38	-48.236
182562.59	418915.41	-264.863
158833.75	427757.25	20.905
159680.22	429048.47	-10.7168
174269.45	433717.28	-0.0059
166901.88	433203.91	0.8028
166369.33	433025.22	-29.7075
177437.88	429416.94	1.8715
175829.19	423404.06	-57.9741
170671.72	430550.41	-60.5462
172728.78	425745.28	-16.3793
177337.58	428531.72	23.1774
182442.95	430738.56	8.9277
183059.06	421401.88	40.5726
181233.55	424835.00	25.2399
182735.58	418823.53	-6.592
165698.59	432215.00	4.3543
160051.78	432844.50	-47.8001
162970.20	432667.09	-108.8584
164432.00	429286.44	2.4182
169405.11	429371.47	14.5146
160872.16	427172.91	8.3298
176120.53	432181.56	-25.9096
178400.55	432104.03	43.9169
173532.42	433117.78	5.4542
175305.75	429289.91	13.2083
172803.59	426065.91	-158.2371
177178.81	431242.03	-2.9487
182188.00	426279.34	-81.6272
180335.70	428153.38	36.8305
183304.52	418662.31	-41.865
167730.98	432459.00	14.9814
168737.33	432333.44	-230.1378
173550.92	427850.59	18.4007
171611.91	426742.91	-1.0113
174186.03	430237.88	-20.6766
178530.16	422431.72	110.2589
175908.22	428130.16	-3.8687
171153.13	431296.56	29.8044
179977.73	427395.50	52.7023
181791.55	428855.03	0.4797
169082.19	429326.34	9.405
165111.06	428912.03	0.1511
154532.80	423854.38	-65.7811
163613.89	431679.84	-22.8701
179007.75	431630.31	26.8488
171141.81	427216.09	1.3663
177510.25	431304.28	9.6619
179894.58	425654.63	-16.881
183804.55	429052.31	-338.204
166501.73	433200.38	-35.4404
169430.92	427450.09	9.5616
174948.02	423431.81	-29.518
172104.31	425574.03	21.0958
171767.42	431543.78	13.2394
177994.92	432888.69	0.5211
183151.47	427066.22	-108.7883
183734.45	427589.47	26.9482
156944.77	428089.19	-3.0597
160780.91	429425.22	-11.1762
163093.19	432356.53	-371.1877
162127.03	431811.53	-5.1204
166322.64	427939.75	181.121
178586.64	428457.25	11.2963
180494.94	426944.22	-4.2552
180828.73	419146.44	22.2111
180641.83	423329.56	-534.82
164068.58	426889.59	16.557
168193.16	427196.78	9.9219
161796.55	431011.44	-26.6664
164761.17	429729.22	10.8955
161402.86	428835.91	39.634
161045.08	431929.88	4.1143
160095.36	428139.44	5.9794
177772.45	425775.84	95.5375
170551.53	431870.38	-2.222
180580.86	428479.22	5.8078
157826.39	427818.69	11.5271
157228.31	428024.00	32.0034
165054.91	432460.34	-86.6226
165463.02	430344.59	-6.1088
173068.59	427578.19	-7.2065
176354.30	431539.75	7.0663
175997.72	431362.00	7.5869
178131.78	420907.09	-28.5199
176787.50	433369.41	50.5546
173556.55	423671.94	11.3242
181866.25	419795.09	-23.8655
181343.78	429806.53	-292.751
158256.02	431639.78	-50.336
159221.72	425710.38	-1.8785
175089.27	429332.41	-25.3235
179443.78	424188.63	-179.235
175731.86	423366.25	2.1465
176555.78	432894.91	13.1964
184010.84	425505.47	-230.102
180891.94	420736.59	60.6542
180830.88	428341.81	1.9081
182886.91	422045.06	-91.131
159253.08	426091.72	20.7271
168592.27	431201.28	30.6028
165213.56	430039.69	0.4003
168307.67	434316.19	-319.711
163253.14	428790.00	-14.9947
173198.69	427735.34	5.4244
153797.53	423106.34	317.9507
172542.89	430746.59	-213.1166
171228.30	431506.88	22.2521
180020.41	422663.66	-26.5307
181011.48	429742.56	-127.8133
180272.08	427616.69	-10.2252
185459.03	418985.00	-53.2906
158089.48	429203.34	26.1962
159456.77	430851.69	70.9029
160386.75	428048.66	12.4454
168288.48	427658.44	8.3779
176147.58	426978.13	127.537
171706.00	433224.84	40.8613
173112.83	433048.22	-20.3905
176883.66	429599.34	25.3842
176527.72	428171.41	-45.153
178941.33	427563.50	19.5196
173005.64	424255.00	-34
181283.33	425377.66	12.2139
180018.50	420514.25	-12.5953
157945.20	431302.53	-18.1205
159626.92	429443.91	87.17
169037.02	431613.38	4.5055
160193.78	430021.81	14.5977
169574.56	428721.72	7.1395
178137.42	427140.44	25.8524
153479.77	423052.28	224.254
176731.92	432015.84	-9.2624
171113.17	433633.09	-140.5395
173814.42	427561.25	-36.1138
181029.59	432087.94	54.2637
177249.75	422244.88	8.3459
174532.45	424445.19	34.3808
175337.30	432434.25	-23.4899
183342.69	424930.97	-173.3237
180258.66	424510.50	29.6115
180085.14	419566.56	1.665
169658.61	430790.94	33.5591
165466.67	430254.38	-0.2773
160148.27	433056.19	-82.6205
160011.91	429696.78	280.293
167391.45	428903.16	39.5095
169449.44	428846.09	2.3636
159512.70	428437.94	9.1281
153607.98	424120.72	134.4538
153702.38	423053.34	302.5982
177015.55	427188.72	14.1453
176401.36	432244.72	2.9896
170379.52	432948.50	-66.2046
178755.64	428396.69	27.4596
174133.23	425209.91	23.5001
174758.52	425150.78	30.6795
179761.33	427791.28	17.9718
181109.80	431704.50	-6.7853
185482.94	419825.41	-35.4379
176415.56	432514.66	20.0386
181674.42	420631.38	25.7144
184947.97	430927.03	-70.822
182276.00	428475.16	7.408
159677.06	427569.53	2.7013
159285.98	427501.28	-2.6299
157501.56	427138.59	9.8691
156582.50	427007.97	188.3298
159604.14	432486.88	-35.5496
166755.14	432015.78	-1.4113
161626.39	430779.56	0.912
161228.92	428494.69	6.5649
164674.48	431479.31	28.9229
170164.52	426937.72	-0.3946
173804.69	425805.47	24.9407
166096.06	431195.56	8.2641
163451.50	429235.34	7.1679
164434.20	429060.50	-3.4759
163754.31	432128.59	-91.0116
161069.00	427553.78	9.3786
163544.05	427383.22	-3.2863
175457.47	427045.75	-150.739
179084.56	430167.81	10.563
175972.02	431450.13	30.1766
178556.30	429277.41	-4.0809
179907.47	425475.22	-286.941
179801.13	425327.63	-30.2151
173625.03	426253.47	22.0381
171774.31	432343.44	141.5914
181743.91	425923.19	-594.035
183978.70	422099.44	108.403
174031.44	422715.31	-83.4085
182547.75	421125.38	3.715
183335.94	423733.94	-34.4653
160298.27	430055.00	6.4022
177061.89	426646.66	-39.4924
177160.52	426325.41	-3.39
175240.92	423933.66	25.3196
173306.86	432851.00	-3.9512
170583.77	426684.56	1.1699
170561.09	431941.47	11.6075
182422.86	418200.69	-44.861
180386.86	426970.63	-36.0499
167949.56	429711.81	-10.9073
164992.36	428686.97	-2.3359
168316.75	428604.53	0.3322
175891.19	430198.78	6.0495
172218.48	433271.13	-289.3786
179146.97	426094.63	-28.2209
175500.72	425893.94	0.2715
170303.53	432525.91	-127.8518
170880.09	432150.91	-4.0002
175712.56	430939.69	-10.191
183338.52	431268.91	36.356
180429.92	425909.78	-44.9239
183183.63	430191.94	16.3356
184791.70	422533.34	17.2348
173503.95	433173.38	-8.8781
177360.94	429724.22	-51.8819
179223.19	429097.75	-15.5149
170421.31	426233.63	67.4772
177855.80	425016.75	-217.1339
177890.05	428221.63	9.785
178778.92	421700.63	-11.6698
176341.42	431056.41	-25.5479
184220.63	419702.19	-9.0848
181259.30	429783.50	-397.987
182737.95	423179.16	-82.4567
180314.95	428365.59	8.0681
180620.70	428280.25	-18.6249
169003.69	431947.72	6.1429
168767.75	429931.75	25.9728
167605.91	434064.13	14.7614
169900.78	433929.81	-31.804
161834.28	427314.19	36.5781
158677.86	429310.44	-17.3809
163953.20	426112.50	19.5922
166855.95	428590.22	-3.9158
165657.78	433210.25	-45.2501
178659.88	429940.41	7.1625
175627.02	429564.84	22.4821
172656.73	431107.94	25.9384
172571.55	429391.63	24.0837
178217.19	422306.31	-45.8292
173935.80	424243.13	10.6544
180964.34	421009.41	21.1026
180719.17	420485.91	-104.8611
165709.78	432773.25	-7.2923
169870.59	433838.00	-201.2072
164621.97	432385.94	-182.4363
165218.53	433565.69	93.8688
169260.61	428694.09	13.5665
169268.69	433552.28	-31.4443
164039.69	431460.13	-8.587
165472.03	427423.72	-57.5333
173828.66	427807.56	-1.4734
172566.45	431193.44	32.4912
178658.86	428864.97	13.9187
177576.86	425000.91	7.9391
178540.98	421750.28	-31.9856
172991.55	431945.25	-1.5136
171191.34	429522.28	-1.8672
177907.69	432845.97	-23.6361
175413.63	432762.91	-49.7579
180994.64	420010.19	22.6408
181423.02	422343.25	36.6028
165055.17	427245.31	2.2455
160744.88	432666.88	-90.5346
162516.16	431423.06	0.6248
179489.45	430106.69	-17.4297
177867.63	429408.56	12.5422
175207.70	425701.09	-46.0627
172072.39	425484.97	-9.9568
172264.73	429508.22	-8.9599
180257.94	431516.34	-3.8834
182810.02	428997.03	-64.1306
181724.78	419843.44	-48.2499
180301.42	422156.84	5.8582
159182.23	429044.94	23.831
159426.30	430352.31	5.3635
160265.59	427775.09	14.905
171994.16	427732.75	8.0804
175904.25	426599.00	-16.6684
174128.72	430958.88	19.0277
172795.33	430858.69	6.5284
179744.83	424562.66	-127.5068
175091.13	434430.38	54.6625
175187.83	428656.25	0.6201
173371.80	430049.91	47.6522
179824.19	432628.31	299.0787
183019.48	420575.03	-1.0126
182897.33	423150.56	28.2895
180672.31	431304.78	-3.6608
180253.38	426450.88	81.8585
158975.95	431181.06	23.4666
167576.42	428015.22	25.3325
161421.02	427525.81	-6.5835
170764.13	433820.53	-63.6797
179626.44	429678.25	-110.3652
173773.92	426169.34	19.1773
183760.81	421772.97	112.301
174739.97	423147.22	-14.5851
168340.92	428285.09	-9.1658
164414.73	427604.91	1.9835
177250.89	432172.09	-24.3766
171861.33	433456.03	118.7778
177643.45	430126.78	-26.7826
172030.16	430292.81	-18.7846
175544.66	423528.69	6.6566
178765.77	427407.19	-6.1837
181842.45	427014.78	-21.1795
173366.72	424895.25	18.1863
159363.03	430272.84	4.7216
167182.52	429148.84	50.449
174196.70	431442.69	19.4396
175684.98	432355.00	10.5483
181203.50	429140.19	-1.3223
173852.42	423861.13	-25.4216
180116.91	419832.56	47.6705
183575.47	422879.88	14.301
157529.66	430381.94	-112.1284
167517.19	431932.09	17.0625
171062.67	434284.44	-13.8562
165428.83	433610.34	121.4335
160984.63	428408.03	-6.5625
176341.03	430229.66	12.3708
175559.33	426572.09	-22.5197
175247.39	430066.03	14.1001
177807.69	426002.66	-43.4106
173783.52	429181.41	26.5902
173690.14	424362.19	-183.8403
184006.95	420848.09	-2.669
183404.77	429344.09	26.9386
185944.19	421487.34	10.7343
180089.58	424080.44	-218.881
185286.16	420242.69	1.88
157406.25	428801.31	-98.0031
162083.23	433073.09	-39.5251
176692.05	432603.47	18.5145
182212.50	430309.16	-164.618
181922.39	423582.16	25.9911
186056.91	419782.19	-360.481
179198.69	431869.06	3.8357
177327.39	431763.81	26.8831
171664.88	427294.91	6.5736
171181.41	426838.38	7.9438
179507.53	428894.94	-5.5103
170485.95	429570.88	-54.3979
177352.67	422128.50	-5.8641
177677.56	433110.44	-11.8342
178419.97	427695.22	41.8925
174133.17	428912.13	22.7846
172877.41	428568.34	-22.0427
183803.36	421150.81	-76.192
182227.09	426982.22	-269.204
182889.25	426143.94	-186.9667
184327.36	423879.38	-213.855
181638.84	423381.81	389.141
180168.95	423140.91	-8.8707
156790.56	428039.94	71.4099
155940.25	426801.59	49.2647
167453.11	426803.63	104.4621
168940.28	428370.47	-6.5031
162661.98	427259.59	14.5894
177315.59	426888.34	1.5064
170164.02	432766.28	0.4531
173804.69	430010.34	24.2741
171947.27	428986.47	45.7379
179900.84	427415.19	-25.1696
183803.86	426100.94	-525.008
180045.55	429380.72	-129.1832
159806.36	431607.09	4.4867
179208.44	422179.38	12.865
167406.89	431261.38	14.5487
169750.20	431223.66	17.8635
166955.58	431148.03	-2.5865
161737.66	431697.34	-49.646
175498.00	432060.81	16.4709
173385.34	427247.03	-4.7703
171351.19	426298.28	-0.5335
173499.81	426245.63	20.5594
174264.00	431648.66	-218.3631
171692.13	429391.63	-7.7269
176104.20	433118.59	-3.7144
178195.69	431098.09	-50.7427
177110.69	431787.53	-12.3893
173667.69	433097.06	13.0112
180918.08	421982.72	8.9103
170165.27	428150.41	5.2916
176523.50	430454.81	-7.9036
161567.38	433167.69	51.2734
169676.81	429878.75	-38.0076
164809.06	428743.72	-11.4254
180321.14	432014.72	28.7407
174538.58	431879.16	-9.8737
175006.58	427720.28	62.0776
180497.31	421225.72	1.1423
183544.11	429710.25	6.0264
179751.59	429605.25	-942.879
179706.38	425939.78	-27.4142
182516.50	425665.97	-129.4988
180278.98	425624.75	-197.322
185597.31	422331.81	-13.7212
182240.67	429024.69	1.4396
184716.80	423149.72	33.9453
183490.34	422311.06	-12.956
168715.70	429299.84	8.6177
163663.09	431434.06	-47.0014
174768.30	433426.06	2.4877
177169.47	429881.28	-102.8389
178963.88	426089.16	-25.4313
179374.09	429711.50	-291.6238
178785.05	425941.41	-196.5472
176600.88	428666.50	-8.32
171172.80	428790.91	-13.7583
180278.67	430963.72	-57.5925
183621.70	430908.06	-8.5085
180935.88	423789.28	106.8348
182812.39	421570.19	83.0975
158917.08	431330.13	12.2141
157628.88	427322.25	-46.785
157470.72	428079.78	6.0032
159635.20	433506.13	-174.3918
159883.28	432851.91	117.6302
163912.83	431054.88	-4.6863
163404.98	431662.66	0.9809
173545.58	427243.38	-5.8365
175108.19	428582.28	47.2697
175101.94	433443.28	27.1705
175764.11	431115.69	29.6547
158902.66	429902.84	-31.5122
163716.03	426802.84	-6.585
163050.13	428882.84	6.4523
175557.20	433911.09	-123.3785
170135.77	429941.72	-30.5464
173876.80	431939.69	9.7862
175943.30	433429.59	-177.179
176689.59	431090.25	4.1365
178254.06	427662.34	2.567
183495.08	425029.25	-61.8138
184126.44	422560.72	6.5154
168707.64	430662.06	1.1356
162761.58	427639.50	-47.2766
166299.66	428025.16	-36.8193
161567.59	427137.06	-7.4316
168204.39	427604.38	-6.1547
171433.00	430797.63	10.9319
176640.66	422025.84	83.7214
173380.33	431310.13	3.726
172533.16	431281.91	28.0779
176921.69	430826.47	7.165
182485.63	431166.81	23.2289
184012.80	425808.97	-489
185781.13	421180.53	-24.8095
157588.27	426192.00	-157.833
162333.02	430051.66	-2.4331
162076.31	430009.34	-10.2417
162000.08	429461.59	-4.0258
158246.88	424870.31	41.6534
166106.50	425890.31	90.675
175974.34	425704.88	-7.368
175015.50	429189.03	-6.6815
177513.25	423060.94	-29.6731
173166.63	430300.72	2.7755
170194.09	425974.72	-24.0134
176948.19	428621.00	23.7133
179886.20	428378.22	-0.3815
180458.69	430141.00	-3.6231
181014.92	420572.75	2.6204
183885.02	423992.22	-243.282
180461.53	428443.75	3.0309
185591.25	419000.13	-55.7724
160881.94	429663.03	11.0693
167844.38	429568.13	4.5284
175728.36	425655.44	-21.3362
172745.92	432517.50	32.7595
174495.42	426294.16	18.5592
174324.92	429784.88	15.3196
175875.81	428173.66	51.5001
181954.55	429675.03	-86.1215
173371.22	424531.94	12.3487
180462.28	423313.34	181.2415
184778.72	423304.19	48.4147
159575.91	425821.06	1.1738
166384.73	429761.69	8.7184
166405.73	429217.63	67.2029
162699.97	431789.31	0.1539
161826.58	431781.19	-10.5677
174925.39	433385.53	-67.7508
172711.44	433322.47	-348.077
177541.27	431232.66	18.9088
175646.66	427282.00	126.4781
182995.95	426603.88	-268.045
174944.83	423632.53	7.9688
185085.77	421562.47	-23.1378
180982.56	421722.66	12.996
167877.78	431877.47	15.5071
165010.17	431821.03	1.8393
177173.70	432236.56	-12.1014
179957.88	419600.63	-27.5035
173086.55	428272.50	10.4119
180745.17	420427.56	-58.5043
182772.59	426051.50	-688.458
167192.91	431615.19	48.6703
166966.50	434197.41	-7.5089
167882.50	429440.59	-9.9047
163712.77	427525.41	12.2617
172513.89	433203.00	8.5156
176174.22	425811.09	10.5738
175425.00	429365.50	-6.8978
178561.81	422697.56	-65.5953
182289.73	425888.88	-54.7917
181974.55	425330.47	-529.159
184035.89	423924.72	201.2381
181571.00	418719.28	-80.8602
158437.28	427361.44	12.8437
164605.84	427119.00	12.688
166533.00	430234.53	-18.5677
160317.39	429257.31	5.426
166098.28	433491.50	87
177474.13	430523.34	-7.3792
180215.47	432306.13	4.9263
177886.58	429239.72	-18.3563
171509.31	426011.97	-62.535
171416.16	431950.63	15.4446
176041.88	433562.47	68.3452
174628.23	424715.41	-44.4728
183922.72	429792.22	0.2617
182262.25	419033.34	-283.735
157294.98	427691.00	23.9328
163107.17	433164.75	-56.1114
164112.30	429980.59	-16.6649
168969.31	433892.16	-122.124
153577.70	422913.19	348.2373
176926.83	426788.66	-5.7173
170713.23	427263.06	-22.3182
177346.16	429175.41	-14.9205
174313.69	429881.97	-25.8816
171588.22	431912.91	-7.6156
171455.77	431910.53	34.602
172179.59	429603.97	6.3516
182242.30	431430.22	-66.0278
183420.92	418788.81	-137.94
166769.34	432385.84	-12.4457
161247.45	430587.38	-1.7807
168729.39	430141.91	7.8533
167527.42	428665.00	-4.1613
175207.33	424547.69	-42.1186
173270.44	426465.34	0.3616
175559.02	433586.28	-22.3687
175305.42	427322.66	-51.9536
184154.36	421081.63	323.787
182367.14	420816.72	-5.4045
160601.17	431154.03	-1.7727
162219.44	433029.53	-184.402
161247.42	431950.44	3.655
166164.52	428365.81	-17.179
157526.95	426706.06	20.8025
178074.84	429977.94	15.3759
177912.20	429873.31	-38.6767
175347.86	422726.66	47.7601
173105.61	426338.22	10.9586
172487.42	425981.03	-16.3928
178638.80	420845.03	19.904
172065.44	429097.53	-3.2553
180690.63	431089.41	-83.0555
181997.59	430684.88	2.451
182547.22	422730.72	27.6843
171943.19	428496.31	1.556
181489.28	426504.56	-29.8525
180260.52	423962.47	88.7994
186073.70	420710.91	-68.6775
184070.05	423850.41	-249.422
184064.05	423767.31	-393.766
180905.28	429996.09	-455.018
159025.42	430083.38	15.0074
164131.23	425468.88	-18.9161
167141.14	431301.91	1.7819
164351.31	429237.75	-6.3654
171712.41	428160.84	16.4783
174920.95	426607.09	18.8511
175668.36	428676.75	-79.9883
161628.77	429990.38	-14.4847
167195.36	428128.66	25.968
175850.39	425063.38	-6.4314
172078.11	428770.78	15.5188
176892.77	432306.47	98.0307
174036.61	428277.94	-2.441
182980.17	426278.44	-321.26
180985.03	425604.13	34.2964
186763.44	418946.63	-6.738
180580.36	421705.97	3.7626
185672.52	422255.19	28.991
182801.61	419377.53	8.9545
183133.92	423208.69	-13.3061
163781.08	427181.50	6.0541
177671.00	426705.69	1.9596
177020.52	429710.88	-15.3317
176366.19	425260.03	-34.0276
178680.00	428168.03	2.9008
178572.98	427760.66	-36.0587
179315.34	430752.97	76.5967
182538.13	427232.13	-154.2887
184129.84	428892.94	-186.09
165571.00	430866.16	-0.959
163050.42	429724.97	9.3095
161442.52	432036.63	-3.5152
176750.63	430037.72	-3.1281
170627.83	430802.66	11.4756
170938.84	426217.72	109.9467
177260.61	428279.19	6.5654
176217.56	433166.94	-39.7377
159826.41	432901.75	-17.2969
181805.70	421034.59	16.8275
182809.89	419497.00	1.2435
178495.56	425853.16	-34.4425
177063.42	423331.88	-63.6736
177244.05	422418.31	-12.869
174702.73	426695.22	8.6724
179752.05	429037.03	-225.3501
173859.83	431366.03	-208.0316
186684.58	420316.38	-35.415
181132.92	422775.84	294.6452
183858.06	422449.47	-3.562
167429.42	431571.59	23.3149
166041.55	430764.44	0.2489
167935.36	434540.19	-12.8807
160752.91	429282.72	23.3776
168626.75	429577.66	-3.8524
160139.56	431989.19	-0.9225
169470.94	429219.72	-1.2704
171389.05	432449.63	6.7482
183450.09	420820.47	176.7128
186698.11	419954.91	57.3809
159934.19	426192.91	8.5089
154803.98	425590.22	88.9265
161620.78	430048.16	3.9925
169382.19	427958.22	1.1699
175242.80	430605.59	28.4142
178517.73	431972.03	4.2689
174460.66	427036.59	-25.6578
178313.45	429585.47	-231.7503
177966.03	423458.03	-81.4329
179855.28	433143.72	112.2921
183603.58	427124.50	-343.02
169882.69	432696.78	-16.566
163449.42	425859.47	-57
165697.97	430084.50	6.8987
169680.17	429108.66	8.0711
165944.23	428922.53	-1.9903
177141.14	430277.63	-81.5252
174757.73	427372.94	15.4269
173632.52	431203.09	3.7788
173105.05	432680.75	64.8258
174866.97	432085.56	3.3762
177859.72	433688.78	-12
171810.20	429144.50	3.2626
177202.92	427292.16	-18.5229
159921.66	429524.13	-2.2228
157698.00	428966.47	-9.8724
158662.48	426041.50	-21.3014
159472.47	430441.72	17.4047
154594.70	424004.38	106.8181
177646.47	422429.09	46.4467
182996.19	418855.81	-149.416
183309.05	421797.28	685.699
159493.91	426878.34	2.0498
160174.75	425647.84	-23.693
168639.97	434401.19	-235.653
177600.56	431860.22	143.0754
171634.91	432448.50	-21.9744
170986.38	429750.31	4.7097
170017.75	429737.28	-31.6606
176613.08	421956.38	-14.084
177710.38	433025.13	10.3972
180997.44	421502.88	-1.5131
183338.22	429561.69	17.3871
182012.22	422107.03	-169.6884
170450.03	428545.69	0.7035
181563.11	431154.63	2.1998
181142.59	431016.69	-54.6618
182317.44	429380.75	-13.1925
184133.14	428383.88	-69.4708
183773.45	427986.94	-456.618
162418.97	430584.78	4.2946
166288.11	430487.78	-4.8367
160894.25	433043.09	-15.7335
168428.17	434269.00	-254.1953
167925.00	434224.00	-20.564
178255.22	426882.13	19.7957
172990.41	433453.69	-5.9188
174624.72	427523.06	-66.9916
173534.09	433231.56	-18.6316
174322.50	430303.13	-118.903
180544.00	432376.81	118.1909
174066.00	433684.91	-4.7819
174109.58	427589.50	25.9751
172301.14	427582.22	2.7075
176064.22	425939.09	1.2725
171506.16	432571.06	-21.5644
176997.84	431098.72	-5.5049
179804.86	430699.81	-8.9923
183646.52	427282.72	-526.542
183562.77	426622.91	3.6743
166385.55	431714.00	-0.6956
165007.77	430570.19	-15.2153
164722.83	429941.03	-3.1923
169900.08	434027.91	-42.735
161246.56	431808.06	16.5435
177786.56	426221.88	-6.3276
171377.58	432239.59	7.5057
173452.59	430265.06	-16.559
174849.36	425870.84	21.0312
179211.70	428583.94	2.4609
178602.77	428395.25	-0.8613
173616.91	428439.91	3.3915
183986.83	430168.13	2.9535
177192.56	423554.97	-190.6994
183762.36	419897.41	-147.265
184145.83	421913.97	-71.437
182856.56	421690.13	58.9276
184891.06	422755.09	17.9693
169634.95	432649.91	-219.8868
166692.23	432554.09	-14.4592
167450.36	430344.47	22.0362
162207.02	432976.28	-111.6545
164743.81	432221.34	1.8135
168496.17	428551.75	6.9616
166687.81	427922.34	-87.4652
181232.88	431965.75	-19.0975
171833.66	432925.53	11.7249
175120.98	424920.13	-33.0284
175230.42	428376.28	5.6431
178973.64	422309.34	-67.1931
178776.13	427504.19	1.2388
182629.27	427271.56	-145.3648
180836.33	427071.47	24.6956
182763.23	430778.06	2.8845
183574.38	420235.97	-18.0441
182343.48	424404.13	-27.0212
180068.02	419338.56	-0.9684
181130.52	427753.47	40.3507
168250.28	430702.25	-47.1141
160434.70	431597.00	8.1579
167108.41	433273.81	13.9081
169605.08	433169.94	-115.3263
175249.73	423346.72	-9.3613
176436.33	428310.28	40.9486
174999.22	431745.63	14.4882
175810.53	431052.00	11.6173
175224.63	431029.06	18.9645
181423.41	431748.00	1.5861
180481.05	424967.19	-156.244
183363.06	427954.38	-40.1857
181175.30	419044.72	3.4736
159222.08	433385.63	-22.1482
167775.41	431318.53	-18.8095
165413.17	431221.63	23.5139
163022.75	429914.28	4.6159
162127.58	429715.69	-3.9385
160544.14	427900.38	5.0884
172711.63	427752.19	-0.27
178148.38	431770.06	146.7637
172963.48	427229.97	0.8568
175369.55	431308.28	26.744
177708.36	425214.72	-49.593
183851.67	421357.19	-26.492
180986.88	431080.41	45.1513
184158.30	423913.53	-461.359
180397.33	423569.22	166.5048
180003.41	419191.13	-0.0677
185708.58	419784.06	-64.8107
169571.80	431668.41	9.3268
161629.23	430903.78	4.2166
161901.11	431530.59	8.6527
161268.39	427953.19	41.5849
170268.91	434046.25	31.9385
178493.47	425950.69	23.6717
173131.73	428749.34	12.6014
182153.72	429627.22	72.2754
160616.41	424450.03	28
163555.45	429841.81	-36.0369
160226.50	428259.78	11.3706
162969.22	431769.59	-1.5025
174580.58	426699.56	2.8409
177563.50	429329.81	29.0288
176182.91	433342.63	-305.903
175931.11	428024.47	-41.5969
170991.63	431440.97	-21.1285
174542.56	423943.94	23.3595
177787.41	430212.50	2.0307
171100.28	427396.53	3.6457
173972.78	431211.88	19.0802
184232.91	422491.38	-30.2275
168917.06	431705.75	21.9388
165576.48	431503.94	0.944
165048.03	431050.94	2.6234
162626.17	432170.59	-179.9527
168510.48	428461.25	-9.3494
166710.88	433283.41	14.4861
167639.97	433221.84	7.7842
159141.02	430084.50	16.8201
163453.45	430206.09	20.1597
168141.97	430390.53	-6.8372
167631.02	433986.78	9.0142
178676.59	425389.22	-35.7927
176091.98	429024.09	-67.077
178659.13	425068.22	-112.7338
173632.69	429513.00	16.8422
175929.14	427932.03	-1.6468
179405.61	430936.72	-78.4951
173399.25	428554.94	3.2245
182531.27	419600.28	-51.4425
174917.97	427489.63	-9.601
175074.14	425987.41	14.2203
171879.63	432877.31	10.27
178287.58	423194.88	-52.538
173334.73	429040.53	-14.7082
178080.83	430979.09	-84.2528
157115.91	428443.66	2.155
165311.33	433134.25	-85.2659
163842.33	427588.59	12.8467
177125.25	431959.22	-33.9672
176010.56	429151.41	-99.8643
172959.52	432012.28	7.2635
172666.47	432007.53	-29.295
175382.63	428535.94	-37.8716
171606.36	429669.91	31.4312
173251.14	425402.19	13.0201
178517.91	428259.81	-20.5861
175440.69	432305.06	29.7103
182466.14	424748.38	6.4687
180806.58	424511.13	4.9028
181543.75	423428.72	487.839
160575.36	430222.00	31.7598
168363.30	431693.31	5.1964
161125.63	429441.19	0.9031
170503.86	426721.81	20.119
177097.14	424191.56	-387.961
177688.05	423542.06	-268.574
172841.45	425682.28	22.7021
172665.34	425004.31	-21.4059
175824.00	432386.31	-10.5808
181831.97	425051.34	44.5515
170776.11	434808.03	-38.4277
170663.25	433987.31	60.1749
177609.86	424438.84	-159.0461
176360.78	434423.03	-399.703
176381.48	432885.41	-18.8253
175969.81	432750.81	3.9708
176666.69	432319.28	11.9637
181732.30	426721.38	-169.4717
182972.47	430896.16	0.0341
181220.63	430124.75	-15.1954
183230.86	427932.53	-58.061
181260.20	427480.47	-4.6985
159621.66	427342.75	8.5743
165433.86	427319.09	30.0386
162964.94	433741.50	-31.2782
167032.61	430610.06	-5.7477
165700.28	430537.00	11.4406
158220.59	430320.44	-54.2054
160035.16	425940.06	7.1768
167314.33	431198.81	9.5942
163063.05	431066.28	-0.8546
168521.55	430108.38	-8.531
164887.64	428968.81	18.9691
165578.11	433464.97	126.0774
169177.44	427544.63	0.3475
175559.50	430394.94	2.6659
173422.08	427328.22	1.6613
173332.86	427170.22	24.0518
181336.45	420394.09	3.7892
180913.47	422813.31	-66.4726
169546.42	432833.78	-51.4752
166517.75	430901.78	-9.4741
164379.77	432232.53	-201.0617
169117.78	428664.34	0.0434
174562.36	433878.72	-0.92
172586.91	433539.25	11.5073
179584.06	425966.28	-36.3439
174082.08	431644.75	-1.0834
173543.28	425020.81	-120.1264
175312.55	431027.88	7.5034
182107.92	421050.03	0.2814
