x	y	resid
180500.50	431423.75	5.0605
180715.28	423463.50	-145.8643
182156.20	421982.19	-41.0712
163594.92	433275.59	-67.2375
160647.92	428190.06	-0.9611
162622.44	427334.28	-14.7811
174557.44	426557.13	5.8458
173647.61	431742.00	9.2511
169194.34	431213.22	13.624
163562.09	429564.16	-0.818
165141.30	427959.97	1.086
177174.14	426039.41	-50.9128
171895.58	426984.81	16.9474
177306.72	429259.31	-1.2859
176122.20	424257.84	-154.5635
178344.55	421627.72	10.2172
185110.39	423023.22	27.1721
182972.52	430084.78	-6.9163
180939.45	425354.75	-253.387
159201.73	433333.31	-3.158
163856.48	430334.38	69.5045
162817.11	432617.88	-29.3803
175328.97	430589.41	9.0237
177162.67	430361.88	-2.3506
173240.20	431152.69	18.0296
174424.06	426903.59	27.4098
172821.36	430919.41	24.7201
171372.30	425994.31	-6.9165
172166.19	431929.50	11.3795
182601.77	421457.84	-19.7394
180659.31	420099.53	-10.9897
185448.42	420400.25	-66.085
181876.47	422435.53	-43.671
178040.31	424932.09	33.2623
170074.45	428074.94	-41.4899
177711.92	430173.53	3.6127
170746.63	431613.50	22.5276
179789.94	430937.13	14.7062
182224.89	428064.59	-168.0788
183216.78	418805.31	-15.1346
180245.05	421954.88	-13.0369
168594.77	427349.28	-22.5503
168893.53	431889.91	-0.3707
170265.27	434259.34	72.1586
167222.75	434180.31	12.4466
173877.16	427684.28	-4.3656
176028.02	425995.06	3.4091
175000.20	433431.03	-40.2906
175067.80	431060.47	26.4334
180222.80	429239.06	-17.0499
174887.91	424970.84	-10.3212
183681.61	420705.53	4.8973
183849.38	423131.00	63.8654
182428.69	422182.16	2.1692
162771.83	433178.22	16.0148
160499.08	427212.81	26.0072
177450.95	430607.53	2.8664
179950.55	422356.63	-11.8033
173387.13	428703.81	12.9736
180394.84	428884.97	-16.8146
182279.20	426627.50	-124.4412
181569.09	430622.44	-23.6283
181698.44	422602.28	1.2088
180062.92	428052.47	34.2814
163238.47	430446.75	24.6677
165967.30	430068.66	-1.7327
161684.28	429872.22	-23.3406
154069.19	424217.06	-63.9613
162522.72	432451.72	-73.8238
163678.64	427383.94	-42.4918
178323.23	432213.78	50.9113
171737.72	426909.22	24.8408
175647.28	425248.00	13.2673
171150.91	429134.31	56.4907
173039.31	431327.19	13.3846
183403.02	427280.31	-220.612
180148.84	420603.59	-1.9456
182995.94	419813.16	-24.2734
186996.73	419291.72	14.1189
180814.72	418506.53	30.0372
169105.48	432522.66	-73.1761
175830.25	430519.59	20.4112
176325.97	426909.16	-53.3977
179463.36	426569.63	6.6023
173502.89	427599.53	0.4359
172433.50	432876.63	36.1055
171907.34	426903.75	-0.8366
171077.53	432384.16	40.8548
173353.80	432022.69	22.1456
184942.33	430835.91	-0.868
183422.59	425095.09	-49.9342
167361.11	431597.38	12.5784
165656.97	430560.06	-6.6357
163504.38	429675.44	-13.4701
168087.70	426784.88	287.3833
166333.58	433154.03	-37.7097
157985.61	424858.16	98.4761
176161.36	429936.97	5.086
179923.30	429270.41	-149.067
172437.70	431627.75	-27.4698
181638.73	427284.91	-37.2694
174138.97	424813.78	6.8802
158686.00	427882.13	-0.2408
178297.52	423387.97	-410.918
155045.92	425940.72	24.8809
157647.86	426742.47	36.1859
165222.75	432802.81	-58.2714
165734.09	431387.59	2.629
168068.72	430701.38	-105.8887
168070.28	430597.44	81.7733
176146.30	424963.06	-182.4548
163607.25	428404.69	-4.5672
168360.59	428023.75	-0.5904
178670.52	430371.50	-4.6013
173216.31	427298.47	-1.3113
173524.75	430560.34	-30.8561
174258.11	429677.44	-14.6469
179223.72	433348.50	-21.4124
173661.38	429313.06	-96.0779
174354.25	425220.56	19.9812
174604.08	428579.63	-4.0505
183118.36	421449.44	400.4621
183074.52	421216.41	-7.1745
181175.89	419946.75	-9.2072
168741.39	431308.22	8.286
164259.89	428093.72	4.0685
163376.56	431716.84	-9.692
157907.89	429563.19	183.2727
176025.53	427756.56	-10.3055
179679.98	420129.53	-8.9078
182424.53	420298.50	11.994
183230.39	424489.44	-213.247
179596.58	425313.63	6.9092
176575.09	427271.75	8.1797
181732.53	425186.94	-40
183107.72	424090.03	-46.3951
166091.53	432356.63	4.3683
161032.59	424871.00	-21.1586
177843.56	426639.28	3.0902
179610.66	426447.50	30.1826
171496.25	433141.44	-2.0434
170023.13	426846.09	36.6921
171242.39	432452.81	24.3029
175269.14	433723.50	-43.7825
173379.86	429596.78	2.3521
171164.70	425454.34	-399.843
172558.06	431527.75	6.0606
179654.02	433188.66	21.684
170943.31	428838.41	-3.2415
176211.84	427468.41	-13.1329
180339.23	426579.00	12.3523
180191.17	430412.50	-436.195
184200.20	418988.56	-51.3663
185909.72	419262.09	0.482
157611.58	429001.78	8.7792
159967.88	430837.59	27.5804
169742.92	431695.28	-1.534
169864.64	430199.94	-2.6222
167683.53	429722.44	-2.2936
160046.61	427763.31	4.8314
172989.00	426686.69	33.5778
175336.70	425038.44	-64.0524
177642.44	423123.00	18.0102
177530.52	422062.53	31.6923
178358.38	427991.50	-11.0984
171614.16	428301.25	18.0283
182868.03	429493.31	-1204.579
185088.27	419193.59	-31.4182
158585.88	426595.06	-40.1469
164842.95	427017.34	20.8268
164187.83	427755.34	8.6265
177555.33	426404.25	78.969
173686.13	432354.28	27.2001
173800.97	430153.81	39.3693
176897.48	433527.19	-11.4838
175980.41	430854.91	5.7077
181190.48	428102.75	-2.6866
184579.39	422751.09	-8.8386
166981.58	426869.56	16.4314
153786.53	423905.13	4.9121
174941.11	433944.22	-52.178
173591.81	428097.38	12.0852
175250.75	426806.22	-16.8714
175807.61	429956.41	30.7914
176536.30	429616.63	8.8784
179362.39	429542.88	-398.686
179668.84	429397.38	-30.04
172822.72	431770.19	12.5156
172319.28	429081.34	14.2585
173010.20	428684.59	7.8665
174038.03	424457.44	0.3417
180017.17	427533.59	-19.0262
185287.30	419130.00	29.5706
183065.70	421646.16	246.0671
167900.11	433960.63	67.9493
169320.58	428593.69	-9.4221
168521.00	427523.78	50.1277
177482.53	424508.84	-250.7683
174695.05	432797.78	43.707
179543.80	427883.28	1.3268
180050.16	431191.53	-2.4419
183419.55	430151.44	48.9793
183577.39	425484.16	-103.4674
184037.38	421070.13	-78.344
180027.98	420849.03	8.6713
183637.13	427613.06	46.1877
176172.48	430410.50	17.6898
176221.28	427364.75	7.9193
180700.39	429346.59	-81.6668
176301.75	421656.22	-10.9373
177739.33	420993.28	26.2946
167075.72	432079.22	-2.7215
168582.28	431496.22	18.8948
179280.81	431292.28	-276.451
179232.89	423563.03	-32.9388
178719.77	423249.47	-156.7844
176183.27	421984.06	21.9029
184588.09	419445.56	-37.1551
181947.88	419112.09	-16.5243
183725.44	422967.38	-89.0898
179321.45	424176.63	159.6318
177299.59	423330.19	-11.4097
171297.14	433615.66	80.5649
175014.09	426456.53	14.3274
176409.47	426402.81	27.5754
179054.58	428110.94	-8.2817
180878.86	419960.56	-1.6436
181100.45	419488.78	-88.8817
180530.31	425674.72	-118.2086
183720.63	429598.38	27.5562
157651.03	429562.81	43.1351
157036.50	428139.94	4.1165
168576.42	433364.63	-4.4182
163495.53	428126.16	-5.1551
178862.45	431883.78	-49.6235
175626.80	426530.06	-2.5091
177892.27	426248.56	-11.8171
171941.00	432622.63	-32.0718
178272.50	428098.09	-18.8095
178273.08	432637.88	56.7327
177363.25	421247.44	-22.3879
187047.86	419560.53	11.6157
156122.17	428400.25	0
165935.42	432733.06	-40.3135
165403.88	431379.16	17.8068
160580.89	431003.44	-55.9688
160851.45	430955.03	-8.5337
169132.33	429856.06	12.7801
161657.02	429308.28	10.4108
166844.45	433996.94	-4.674
178825.39	425708.28	-115.6124
178838.00	429238.88	8.8372
177924.92	429118.97	4.0785
179518.34	428980.75	3.7498
179951.56	428505.94	1.597
176343.22	427626.81	-1.6643
183941.39	429964.94	-38.9666
180419.89	424461.09	19.6313
180960.67	422660.56	-28.658
184014.11	422042.69	124.925
158534.31	428123.13	26.5583
166186.05	431354.53	1.3042
168771.97	431186.66	-16.2
160252.98	428168.69	-0.3963
178233.55	429552.22	29.0086
179172.77	425124.41	-234.7402
175030.64	428658.66	36.8372
171341.23	430021.00	-2.1112
176321.73	427916.66	-9.597
170642.67	428733.69	36.9908
178066.42	432708.84	-23.2834
179914.00	432633.53	157.2262
183234.70	418883.41	16.584
159595.45	431179.34	-16.2097
167652.89	431218.22	24.2773
170427.06	434287.25	61.4874
174348.73	431186.78	9.5581
176434.86	422145.53	45.8304
179921.00	427877.38	-11.9952
168357.14	427444.59	2.3237
178494.97	426403.38	-1.8438
178339.17	426219.34	-81.8397
171011.91	426669.34	17.6744
178321.80	427749.78	14.3397
178603.63	432361.84	-14.4847
180700.22	426274.16	-6.4015
182221.38	422464.22	-201.8455
167293.58	432394.06	-6.9421
165815.59	431254.16	1.5491
168951.47	430232.75	5.4354
169514.44	429348.56	7.6138
161595.56	432610.88	27.5904
163180.31	428890.47	-3.6872
179502.66	430551.41	-11.4386
175759.23	426229.31	9.1419
179413.16	429864.72	43.1496
172938.94	427032.19	-0.8165
178930.06	425824.13	-398.962
170293.89	432803.72	-467.12
174601.59	430577.31	17.602
180048.77	429211.28	-102.1392
181258.89	427737.41	-3.8196
157669.03	426532.34	14.5505
156942.38	430135.34	14.4921
164798.38	429508.53	-9.4338
169417.19	426551.78	-4.4308
175267.55	429053.66	6.6414
178684.66	428696.78	4.6013
179461.03	428613.97	-3.1846
178820.34	432510.09	-152.092
182108.45	425539.03	-97.4073
182235.22	421234.69	7.3888
182662.56	424855.59	13.0681
182653.02	424474.19	-13.1885
176797.59	426919.75	-34.0109
176712.13	426127.81	1.3574
178338.00	425890.50	-97.1424
178135.63	425852.59	52.9003
173716.69	426608.31	15.4994
180377.14	425779.41	-404.014
169963.16	431734.22	5.2643
167817.14	431459.03	-7.0646
168286.58	433639.06	-0.5944
162589.98	428241.75	10.917
177426.72	427077.03	11.4977
180331.36	432102.66	20.3147
178388.38	429317.00	5.0154
172373.94	428634.75	13.6505
180649.30	425218.25	-239.35
181036.56	428584.00	11.2341
180531.69	420724.41	22.4673
183634.53	423456.63	-316.544
180141.16	421608.50	11.0568
170117.03	426818.97	32.6063
174234.09	426653.63	34.0005
173888.64	428920.31	3.0388
182904.00	427093.06	6.8793
184809.72	431034.16	-110.991
158257.91	428600.94	-19.4648
158986.20	429971.31	-7.4213
165311.59	431846.03	3.435
169027.66	430235.16	15.8973
160869.28	427700.22	20.8869
166187.11	432232.69	28.517
166094.00	430572.09	0.4428
161745.17	432588.66	11.2288
172802.02	427743.38	-5.3914
178676.22	430110.44	9.7887
177663.98	425389.81	-116.4343
171998.73	432474.13	13.4972
175747.17	428471.88	-46.1186
171713.58	431609.25	19.0283
173473.25	431520.69	-6.8048
180177.20	429119.03	-64.5005
176849.81	422441.34	-5.7717
184435.00	419912.84	21.1066
160732.97	428658.22	-20.4251
178936.42	426800.06	9.3626
176403.22	426688.53	-30.5538
177069.67	426236.97	4.1188
172555.05	426347.34	25.9
174648.58	425174.41	5.4037
175063.45	430779.16	11.224
180893.66	420252.94	54.6768
182666.42	430277.16	1.15
184420.98	421589.72	104.5134
183572.50	421561.69	564.856
160242.78	433589.50	-180
167980.73	430110.09	-2.3215
161395.17	427166.16	16.0194
175019.92	426696.50	25.6823
177702.56	431857.22	-36.0787
172780.23	426555.59	-1.4131
171440.70	432007.03	0.0355
180505.95	430889.84	-34.5113
180308.55	425690.34	-95.4969
174081.78	424693.78	33.3625
181845.27	420860.69	14.0223
183288.14	424839.28	-189.091
184085.34	420422.41	-14.8
180738.11	422476.47	74.9922
168143.95	432697.31	-5.0894
163140.78	430238.41	-12.0492
154174.50	424416.25	-70.2028
175441.83	432163.38	21.8554
177960.48	430571.91	-2.9541
176509.06	430385.69	-7.9253
172810.09	431710.75	17.8201
179598.77	430849.41	-4.1891
177314.19	427426.75	12.3515
180179.31	431235.75	1.3619
184297.16	430276.50	-83.676
183184.44	429829.25	10.194
183659.64	429282.47	5.832
182983.53	419329.63	49.1911
186690.75	419162.69	9.623
183806.91	427555.28	-27.3621
172531.00	428443.91	98.8472
181580.66	431929.28	-130.36
182934.27	427192.44	-236.7031
180696.66	429500.25	-12.5125
159842.88	430117.25	33.0674
169293.23	426596.13	-29.9238
166623.50	426170.00	-24.2829
169615.95	433016.84	-261.8461
176455.03	427055.91	20.5981
175241.66	430464.06	-6.231
176432.84	426887.06	-42.175
170850.61	431925.91	16.5537
173776.91	429450.09	41.5101
175915.13	433175.63	14.0979
178039.86	432968.09	-57.3256
179623.61	424180.31	-94.441
176946.25	426484.38	56.4551
178253.69	429036.84	-8.151
173710.84	429894.28	80.8291
176993.41	428020.00	-3.2297
170548.47	428740.25	15.0676
176043.59	430899.53	15.9336
179509.16	420604.84	43.5515
180631.89	428753.94	14.5157
181197.72	428296.34	18.2053
159313.83	430855.59	6.9488
165444.30	428741.00	71.6707
162582.89	431867.16	2.1167
160084.31	427245.63	-3.558
170009.70	427839.91	-7.7324
170395.22	432706.50	2.4274
171046.66	430807.53	-30.5556
170187.25	426397.97	30.69
179687.69	427350.41	-44.7434
177641.00	421356.19	-28.1318
184495.28	421797.47	664.29
182367.38	421715.19	-21.3009
160272.27	431007.50	14.425
169961.23	433236.06	-81.1114
169159.53	427681.66	4.9452
175407.94	430214.56	58.8583
172600.59	426631.44	3.2562
177730.94	429207.38	30.5947
175181.56	429166.94	4.414
180512.45	426556.41	-28.2556
181951.33	425012.81	-37.2855
180777.75	419562.56	-1.665
181574.25	419378.81	4.6678
182164.63	430027.13	-54.0311
183040.50	422700.75	-12.512
155177.78	425871.03	-82.2897
159310.67	430052.22	15.5406
168746.05	427268.72	-7.2447
162013.69	426613.22	-31.0491
167443.50	433659.63	71.3569
176856.89	432143.94	-15.795
170750.94	428050.28	35.6447
172114.36	428010.84	23.1323
176949.23	431224.59	-9.813
177758.92	432923.84	30.3369
185432.78	420275.69	-18.4524
183331.39	422640.63	-15.841
165604.69	432325.94	30.2832
166701.05	429857.53	23.252
162515.66	432430.16	-70.5222
160496.47	427368.00	13.7719
178247.11	431587.53	-15.1774
171423.56	433000.94	-13.6113
174316.89	432621.31	-8.1863
178520.91	428478.22	11.1345
172070.31	431883.75	20.0438
177438.23	422231.53	-38.1607
179667.42	428085.88	-14.0105
174489.28	431406.03	-42.9771
178144.20	432308.13	-12.2307
181427.97	431377.59	-6.2593
175354.58	430941.25	10.1663
180092.45	431399.06	9.809
180506.28	421905.63	-19.8459
166956.53	432652.88	3.1914
163544.97	430230.25	-12.5533
163238.23	429397.88	4.0113
160366.44	428450.06	5.9489
176965.45	429760.94	14.3919
175043.34	423934.53	2.7479
174166.50	430868.13	-9.4914
174534.17	426362.63	19.7903
178309.95	422441.09	23.4276
174928.23	428384.09	14.6691
183688.28	425817.47	-158.536
179536.66	420932.38	-42.7886
175181.75	423183.06	-5.7229
169555.95	430831.31	24.8473
165219.42	429237.25	7.1136
175216.27	431610.66	47.1386
178768.16	429843.06	16.0291
172376.05	426608.59	-1.0318
173110.66	430452.38	-48.4022
172361.03	430408.63	90.0959
171273.67	431828.66	37.9102
174793.98	424663.31	6.3865
177327.28	425840.63	-48.8755
178554.83	429382.06	11.9919
173965.98	430804.97	-6.6073
179154.19	429173.53	-9.748
174236.94	429533.50	25.8958
177058.42	430743.34	3.0684
183633.94	431036.13	-50.9135
180737.06	430333.88	-196.5924
182906.48	422634.81	-54.5142
186486.02	419332.09	-1.183
154706.48	424327.19	-25.5437
180035.19	431978.69	24.1288
177598.84	428867.13	3.033
171770.39	432181.69	25.1935
179358.88	427937.50	14.5533
175612.28	430976.72	20.505
182180.00	431359.94	2.9041
182405.19	421384.97	179.98
183559.28	420447.81	-122.5003
169325.13	432243.50	-138.8667
165240.36	425979.47	-87.1531
169064.19	433002.25	-36.9716
175044.19	431952.88	14.3689
176034.30	426245.69	-33.9593
177791.83	429480.59	-4.3816
174746.88	426309.59	19.9735
179529.64	428843.00	-14.2425
170742.80	431909.84	11.7067
175260.45	427562.00	-50.9083
180452.53	426680.34	-53.4376
182253.83	420980.34	1.9642
180307.67	420396.47	142.541
182539.39	423739.63	-31.6735
157373.94	428011.28	6.1622
167527.80	432032.69	8.6611
165657.25	431822.06	12.2651
166410.95	431036.97	9.8915
160287.81	433149.25	-39.7333
166586.89	434294.22	22.772
166841.95	434264.97	19.8059
168429.81	432066.00	-0.8497
165735.16	431764.41	-3.219
166278.63	429544.91	6.4744
166934.27	428096.56	-81.8776
160709.19	431302.13	11.0529
177046.50	430607.97	-7.2509
179913.69	431728.34	20.0383
175053.30	425331.94	9.4001
174747.92	430147.31	56.9917
174179.77	431655.22	-79.8794
178871.17	427898.88	-17.2615
179842.98	420832.63	26.4841
180104.58	421296.75	9.2226
183958.17	430284.44	-2.9536
182092.13	424766.47	-27.1407
184753.83	422883.06	-33.1679
160984.89	430064.72	13.4327
165686.69	433035.81	16.6501
165163.17	432839.47	-71.9861
161449.94	427295.41	-13.3626
167574.94	427722.69	-17.3871
171041.44	427793.34	-5.6374
179650.45	426319.03	-2.4005
174026.61	427378.91	10.9657
170113.64	427262.66	23.0383
175115.16	424696.84	-142.504
172978.13	430528.72	69.886
174864.20	432327.81	6.0699
174185.97	425153.91	-9.1212
179831.22	420062.91	72.6949
182681.09	426976.97	-140.288
181339.14	426143.69	-9.7827
180886.28	421147.53	6.6324
186134.84	421021.59	-23.6105
159408.06	431660.38	2.2667
158411.50	428474.56	-7.1439
168340.70	431284.66	-14.9142
166327.30	431009.44	-2.6038
167660.00	432815.34	-26.6868
160547.83	430986.56	22.8787
164494.09	429890.63	8.3068
164668.86	428046.47	12.913
163306.98	427886.44	-24.4342
167166.67	427821.88	-63.3845
178875.48	432141.31	-847.112
172001.44	432564.28	9.9067
182904.27	429213.94	-532.398
158268.59	429262.63	5.5496
162162.55	428600.56	0.5313
164617.17	432043.50	24.5349
175744.56	432121.66	3.04
175932.05	429703.34	9.9625
175051.42	423144.09	-7.3533
175539.64	425151.47	-242.3865
172426.98	429822.19	-29.5568
158847.06	425850.06	-22.2648
164711.44	429218.59	13.9245
164100.09	429029.44	-16.567
167275.84	433262.03	1.7513
169455.97	427765.78	-1.6121
179270.48	425831.38	-30.2517
172667.70	431172.94	-0.4663
178048.20	425291.13	-11.8455
173419.59	430586.38	50.22
173613.16	429605.88	63.2672
176009.81	432840.72	-2.6843
176846.77	431027.09	10.6555
178008.92	431006.50	-21.4245
182773.59	429868.16	66.9021
186142.20	419936.59	-103.944
158040.42	431330.31	-89.7556
160300.23	425649.78	22.6403
167657.89	430756.78	15.3072
166318.95	429232.59	-34.0897
162125.88	431717.97	-22.6817
179184.84	430487.91	-4.8334
171623.41	427625.16	-46.5605
173837.97	431032.31	11.5118
172111.27	426777.06	-2.4442
172954.36	426392.91	25.3547
172315.39	425947.66	78.5593
170455.34	425775.50	-62
173658.00	431491.09	6.9534
175564.47	432897.59	22.228
178922.48	432731.22	-8.6216
175543.14	430925.16	14.3994
180337.59	431787.91	13.6895
174945.06	424040.56	-144.4617
181945.67	429244.59	-3.9709
184828.75	421714.72	-91.8109
159872.42	432979.72	-12.6076
158538.05	429659.97	-25.3405
166545.42	431623.06	9.7231
169021.88	431031.19	-21.9306
160408.20	430415.09	18.1712
160189.30	432700.38	17.4023
179302.59	425740.03	-37.8034
174856.52	430853.59	0.413
174732.84	426643.84	8.6248
171876.13	425794.78	-14.7975
177958.30	432708.59	-18.844
171082.98	428715.41	-1.5546
185986.98	420118.78	-9.4332
157792.89	427730.75	0.0997
159679.61	427271.03	26.0423
161112.78	428226.22	12.6116
167021.84	433107.09	-10.3934
172619.89	433819.13	9.1313
174511.83	427576.91	-11.8263
179970.17	425297.88	-720.326
176023.95	433463.91	-102.5515
170438.98	429822.16	27.5239
180144.13	431821.69	18.0184
181384.08	426411.41	-31.5095
182109.88	418061.31	-9
166544.69	432102.34	-10.0587
161498.95	432838.03	-191.6309
162909.61	428930.44	-0.02
164924.09	428830.38	-0.6592
173357.30	432621.22	16.2813
179357.73	425023.44	-404.642
174893.14	432028.69	6.8563
176587.88	430947.13	0.8585
184412.27	421203.34	401.302
184495.08	423241.56	-32.3961
183785.66	418810.69	12.5726
184133.64	418615.13	-1.7272
160364.81	431936.28	16.039
167871.08	433091.53	-87.9201
175729.84	429809.91	-10.9914
179732.70	429474.78	-62.974
172634.14	426404.31	-0.4552
183482.55	429227.47	-6.4521
181511.94	423076.66	45.81
159437.48	432909.03	-39
161383.67	428996.38	-0.0341
164514.56	431830.59	15.6164
163455.31	431508.91	19.5734
167982.92	432912.34	-39.9412
176539.33	430303.44	7.6561
178622.73	431529.50	6.0623
177516.73	425945.59	106.2466
171323.00	429574.03	-4.7008
174865.13	429322.47	92.6241
177504.59	432477.00	10.1971
180688.59	427197.31	-12.2358
183260.91	426633.34	-92.7092
160804.92	433738.50	-58.0165
166530.02	426136.25	-137.5631
153615.33	424075.06	234.7311
178721.72	427111.41	13.2899
177693.02	427024.88	43.3541
171867.33	433830.59	-47.8158
175539.38	430061.75	-3.7913
179288.20	426316.47	-65.1826
177467.53	426193.41	20.279
178636.16	431388.47	-44.3514
179743.23	425890.06	-20.3911
174518.08	431275.28	-9.8105
183837.55	420366.56	-98.9138
181175.08	430865.28	-38.9904
176974.61	420659.94	-33.1615
182469.31	421384.00	-0.1378
185140.83	422333.00	13.8353
183814.06	426893.41	-44.7496
185055.86	421538.66	5.3149
182455.84	423704.50	-28.4622
184819.02	429818.09	-239.308
183873.05	429661.00	-7.0229
157501.61	426081.44	244.6029
164773.55	433195.63	-48.5852
160455.44	432911.78	3.085
166340.33	428678.13	-2.5728
173115.02	428162.19	1.1448
175144.91	423938.81	-9.0722
175550.94	426082.47	7.0853
173231.23	432586.09	17.4656
175033.66	433744.44	-111.0597
172879.84	430015.97	-23.4385
161089.00	426502.91	-55.9216
160969.53	426032.34	-1.4653
164654.41	433678.03	-29.8435
161760.64	430429.03	-13.6221
162795.50	429994.91	6.3659
163153.80	432691.34	-388.8227
163685.16	431669.28	-30.7343
177759.34	426807.84	101.2695
176682.42	430111.44	11.6952
177662.28	426421.00	560.1271
171604.47	430287.53	-1.5884
181892.69	432496.38	93.918
173406.98	425727.69	2.0122
173387.17	429801.19	47.6432
178523.42	428099.56	-86.1549
177598.63	433148.72	3.9703
170981.09	429169.25	-14.2908
160563.31	424501.66	-2.2153
157785.78	429344.50	24.3914
159755.14	432669.38	50.6969
164800.84	430796.59	-6.8322
164990.63	430767.69	9.4558
164316.52	430713.16	33.3213
165578.97	433548.53	37.8206
175122.80	431447.56	4.9756
172080.09	432835.28	26.7321
177799.47	433261.59	6.9099
174585.16	424921.91	18.34
174699.05	424756.91	-48.0675
175575.98	427616.38	-5.9077
176409.36	432367.88	13.4318
165238.31	432704.28	-64.6511
166687.16	434385.31	-49.4111
165782.86	426740.19	134
169503.70	428045.00	0.5
165570.83	426099.50	-141.8623
175617.97	427047.41	-6.4564
174352.78	430851.97	4.8637
173179.20	426433.81	19.4208
177551.20	428309.53	-14.5963
174426.14	429470.16	15.6866
172315.98	429243.16	2.3141
178884.19	431177.28	-123.2449
178873.34	427478.06	-15.2199
180626.27	429651.97	-102.6961
159373.84	426405.91	-17.9739
182965.05	422333.78	-63.577
178137.02	432043.25	33.5974
179937.94	426416.19	-64.7496
176754.41	431569.44	14.3959
177572.19	425341.00	-78.4536
170653.84	428853.78	11.29
171097.00	428247.84	7.8803
184163.77	420703.81	-12.435
184618.16	420165.53	13.6172
156193.38	426667.44	109.2448
156201.14	428398.13	-42.7143
167484.14	433679.38	-9.2885
167940.81	433646.75	13.1836
158201.83	427466.38	3.5466
159543.38	432408.19	-27.6091
162360.55	430243.34	1.1107
174006.05	430351.69	11.1661
174165.02	428953.19	-1.1233
184991.97	431405.53	-37
178042.63	421626.53	-5.539
185085.97	419047.22	-3.2546
154441.11	426495.97	133.8713
165014.63	427346.41	-8.4879
167869.11	431502.78	-11.5214
161986.80	433157.03	-0.127
166441.36	434913.47	58.7184
169813.94	429771.34	-1.1258
161706.08	432774.13	-74.3209
166736.86	428354.75	9.2465
169023.92	433141.56	-23.4119
175635.19	426298.41	-7.2706
172168.39	425861.13	-23.5181
179257.97	420301.19	31.6458
172382.06	431703.88	-87.707
176623.56	431156.13	21.5798
183324.47	420443.13	16.3943
185908.28	421243.94	-4.1097
182264.83	429504.72	-20.8269
164001.34	426314.38	9.64
169430.52	432310.03	-191.2936
161144.02	426225.00	-1.2441
161975.59	432518.19	-27.6322
168262.63	433745.63	-47.731
167006.83	433688.84	-38.206
169978.64	428184.88	6.183
175417.03	433207.06	24.9084
174464.39	429139.78	-25.2156
184016.45	431023.97	7.0221
183988.95	428996.13	-238.071
153995.77	424328.88	37.1613
154379.52	423604.19	193.3457
180873.66	421898.69	-21.5617
160842.53	431330.91	4.7571
173955.13	433402.47	33.8744
178531.23	428799.22	-1.9872
174222.83	424536.97	-1.9335
183380.45	424138.38	-238.248
183278.39	428998.25	-53.5146
183161.81	428879.59	-3.5006
157824.98	427018.19	-3.23
169642.69	427229.78	-15.7084
159640.77	425077.38	11.3267
165746.13	430680.06	-4.7285
163297.09	432673.53	-68.2583
161682.75	427996.31	12.718
174904.44	427336.03	-28.4694
178536.66	431258.44	5.1644
170823.42	429918.03	12.3522
186575.13	420395.06	8.8282
182467.81	423171.47	592.075
176195.08	424259.47	-210.558
178641.39	421531.56	3.3393
166888.42	428911.25	-12.3083
178124.72	431487.91	12.4261
174342.86	430139.38	10.066
158955.52	432352.91	-30.6318
160703.09	425246.88	-2.2553
165910.14	431262.44	0.3544
164158.50	428818.13	2.6608
159965.50	426549.63	8.9226
159965.63	432468.69	-113.2186
173367.50	434529.84	323
163232.02	432691.66	-209.0798
161233.95	427439.34	10.2182
172960.81	433906.44	-7.8244
176925.89	432145.75	-21.4917
170914.20	427545.53	4.3721
174551.88	431178.56	7.7463
174758.44	425626.22	31.1979
173432.59	429024.06	-14.0948
183288.91	427687.66	-34.1152
184021.16	421862.06	-142.477
180246.78	423084.81	-24.891
159735.80	430781.25	-2.8152
166775.72	429074.19	-4.4482
165851.98	427822.84	11.4233
165537.59	426139.91	-88.114
167063.47	432920.66	-3.5441
173409.19	427600.00	-11.7169
176554.53	426424.31	-36.1807
179748.81	426329.72	-175.0038
182564.05	420924.94	-10.715
182343.42	425018.31	-77.9227
181668.03	423952.00	-30.2834
182598.88	423398.63	16.7753
182453.44	422122.03	0.5728
183493.05	427770.72	-11.498
182091.75	427534.56	-137.9621
158071.78	427700.41	13.1494
163315.27	430470.00	10.9471
164305.52	432858.41	-334.4863
161723.36	428922.91	9.2938
165350.67	433303.53	126.0951
174647.05	423244.91	4.6138
179151.66	430062.84	28.4875
177987.41	426446.19	-1.96
172224.97	433400.91	-45.5455
178230.33	428693.50	-8.059
171190.39	429307.69	-14.6404
170451.08	428440.28	-0.9771
183416.78	420056.81	-30.0721
181293.33	423953.56	135.8679
183190.36	423042.47	-169.474
185302.03	419432.47	52.1716
158691.92	429598.13	1.7201
158775.75	428299.22	-2.5507
162928.75	430346.44	7.7877
162772.58	433005.25	-0.2978
163839.17	429840.56	13.7205
168513.80	433653.41	-1.1994
179736.97	430629.03	-13.4037
171256.97	427630.84	14.1327
174745.58	427509.84	15.7959
177226.27	431363.03	-8.081
176589.23	425912.47	-10.175
171773.69	430165.63	4.5079
174291.19	425956.97	4.9721
175576.63	428525.34	6.6513
175382.39	433351.03	11.7454
178261.97	421537.66	-31.0999
182156.61	420646.09	-10.5555
182608.22	429386.00	-1481.26
183543.98	423510.66	-306.83
159079.95	431385.34	5.6527
159565.30	430183.59	14.0528
168817.11	430838.59	-95.1793
166385.64	430493.91	-3.9526
161526.19	433056.69	114.7482
167283.69	427753.53	-198.5361
